Autocorr2D,Autocorr3D,RDF,MORSE,WHIM,GETAWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS2e_R,TDB08m_R,RDF095u_R,Mor18u_R,G2m_R,WAY18u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS3e_R,TDB09m_R,RDF100u_R,Mor19u_R,G3m_R,WAY19u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS4e_R,TDB10m_R,RDF105u_R,Mor20u_R,E1m_R,WAY20u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS5e_R,TDB01v_R,RDF110u_R,Mor21u_R,E2m_R,WAY21u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS6e_R,TDB02v_R,RDF115u_R,Mor22u_R,E3m_R,WAY22u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS7e_R,TDB03v_R,RDF120u_R,Mor23u_R,L1v_R,WAY23u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS8e_R,TDB04v_R,RDF125u_R,Mor24u_R,L2v_R,WAY24u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS1p_R,TDB05v_R,RDF130u_R,Mor25u_R,L3v_R,WAY25m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS2p_R,TDB06v_R,RDF135u_R,Mor26u_R,P1v_R,WAY26m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS3p_R,TDB07v_R,RDF140u_R,Mor27u_R,P2v_R,WAY27m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS4p_R,TDB08v_R,RDF145u_R,Mor28u_R,G1v_R,WAY28m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS5p_R,TDB09v_R,RDF150u_R,Mor29u_R,G2v_R,WAY29m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS6p_R,TDB10v_R,RDF155u_R,Mor30u_R,G3v_R,WAY30m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS7p_R,TDB01e_R,RDF010m_R,Mor31u_R,E1v_R,WAY31m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS8p_R,TDB02e_R,RDF015m_R,Mor32u_R,E2v_R,WAY32m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS1i_R,TDB03e_R,RDF020m_R,Mor01m_R,E3v_R,WAY33m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS2i_R,TDB04e_R,RDF025m_R,Mor02m_R,L1e_R,WAY34m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS3i_R,TDB05e_R,RDF030m_R,Mor03m_R,L2e_R,WAY35m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS4i_R,TDB06e_R,RDF035m_R,Mor04m_R,L3e_R,WAY36m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS5i_R,TDB07e_R,RDF040m_R,Mor05m_R,P1e_R,WAY37m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS6i_R,TDB08e_R,RDF045m_R,Mor06m_R,P2e_R,WAY38m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS7i_R,TDB09e_R,RDF050m_R,Mor07m_R,G1e_R,WAY39m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS8i_R,TDB10e_R,RDF055m_R,Mor08m_R,G2e_R,WAY40m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS1s_R,TDB01p_R,RDF060m_R,Mor09m_R,G3e_R,WAY41m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS2s_R,TDB02p_R,RDF065m_R,Mor10m_R,E1e_R,WAY42m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS3s_R,TDB03p_R,RDF070m_R,Mor11m_R,E2e_R,WAY43m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS4s_R,TDB04p_R,RDF075m_R,Mor12m_R,E3e_R,WAY44m_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS5s_R,TDB05p_R,RDF080m_R,Mor13m_R,L1p_R,WAY45v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS6s_R,TDB06p_R,RDF085m_R,Mor14m_R,L2p_R,WAY46v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS7s_R,TDB07p_R,RDF090m_R,Mor15m_R,L3p_R,WAY47v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS8s_R,TDB08p_R,RDF095m_R,Mor16m_R,P1p_R,WAY48v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC1m_R,TDB09p_R,RDF100m_R,Mor17m_R,P2p_R,WAY49v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC2m_R,TDB10p_R,RDF105m_R,Mor18m_R,G1p_R,WAY50v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC3m_R,TDB01i_R,RDF110m_R,Mor19m_R,G2p_R,WAY51v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC4m_R,TDB02i_R,RDF115m_R,Mor20m_R,G3p_R,WAY52v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC5m_R,TDB03i_R,RDF120m_R,Mor21m_R,E1p_R,WAY53v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC6m_R,TDB04i_R,RDF125m_R,Mor22m_R,E2p_R,WAY54v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC7m_R,TDB05i_R,RDF130m_R,Mor23m_R,E3p_R,WAY55v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC8m_R,TDB06i_R,RDF135m_R,Mor24m_R,L1i_R,WAY56v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC1v_R,TDB07i_R,RDF140m_R,Mor25m_R,L2i_R,WAY57v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC2v_R,TDB08i_R,RDF145m_R,Mor26m_R,L3i_R,WAY58v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC3v_R,TDB09i_R,RDF150m_R,Mor27m_R,P1i_R,WAY59v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC4v_R,TDB10i_R,RDF155m_R,Mor28m_R,P2i_R,WAY60v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC5v_R,TDB01s_R,RDF010v_R,Mor29m_R,G1i_R,WAY61v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC6v_R,TDB02s_R,RDF015v_R,Mor30m_R,G2i_R,WAY62v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC7v_R,TDB03s_R,RDF020v_R,Mor31m_R,G3i_R,WAY63v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC8v_R,TDB04s_R,RDF025v_R,Mor32m_R,E1i_R,WAY64v_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC1e_R,TDB05s_R,RDF030v_R,Mor01v_R,E2i_R,WAY65e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC2e_R,TDB06s_R,RDF035v_R,Mor02v_R,E3i_R,WAY66e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC3e_R,TDB07s_R,RDF040v_R,Mor03v_R,L1s_R,WAY67e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC4e_R,TDB08s_R,RDF045v_R,Mor04v_R,L2s_R,WAY68e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC5e_R,TDB09s_R,RDF050v_R,Mor05v_R,L3s_R,WAY69e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC6e_R,TDB10s_R,RDF055v_R,Mor06v_R,P1s_R,WAY70e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC7e_R,TDB01r_R,RDF060v_R,Mor07v_R,P2s_R,WAY71e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC8e_R,TDB02r_R,RDF065v_R,Mor08v_R,G1s_R,WAY72e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC1p_R,TDB03r_R,RDF070v_R,Mor09v_R,G2s_R,WAY73e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC2p_R,TDB04r_R,RDF075v_R,Mor10v_R,G3s_R,WAY74e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC3p_R,TDB05r_R,RDF080v_R,Mor11v_R,E1s_R,WAY75e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC4p_R,TDB06r_R,RDF085v_R,Mor12v_R,E2s_R,WAY76e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC5p_R,TDB07r_R,RDF090v_R,Mor13v_R,E3s_R,WAY77e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC6p_R,TDB08r_R,RDF095v_R,Mor14v_R,Tu_R,WAY78e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC7p_R,TDB09r_R,RDF100v_R,Mor15v_R,Tm_R,WAY79e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC8p_R,TDB10r_R,RDF105v_R,Mor16v_R,Tv_R,WAY80e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC1i_R,,RDF110v_R,Mor17v_R,Te_R,WAY81e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC2i_R,,RDF115v_R,Mor18v_R,Tp_R,WAY82e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC3i_R,,RDF120v_R,Mor19v_R,Ti_R,WAY83e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC4i_R,,RDF125v_R,Mor20v_R,Ts_R,WAY84e_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC5i_R,,RDF130v_R,Mor21v_R,Au_R,WAY85p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC6i_R,,RDF135v_R,Mor22v_R,Am_R,WAY86p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC7i_R,,RDF140v_R,Mor23v_R,Av_R,WAY87p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC8i_R,,RDF145v_R,Mor24v_R,Ae_R,WAY88p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC1s_R,,RDF150v_R,Mor25v_R,Ap_R,WAY89p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC2s_R,,RDF155v_R,Mor26v_R,Ai_R,WAY90p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC3s_R,,RDF010e_R,Mor27v_R,As_R,WAY91p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC4s_R,,RDF015e_R,Mor28v_R,Gu_R,WAY92p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC5s_R,,RDF020e_R,Mor29v_R,Gm_R,WAY93p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC6s_R,,RDF025e_R,Mor30v_R,Ku_R,WAY94p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC7s_R,,RDF030e_R,Mor31v_R,Km_R,WAY95p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSC8s_R,,RDF035e_R,Mor32v_R,Kv_R,WAY96p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS1m_R,,RDF040e_R,Mor01e_R,Ke_R,WAY97p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS2m_R,,RDF045e_R,Mor02e_R,Kp_R,WAY98p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS3m_R,,RDF050e_R,Mor03e_R,Ki_R,WAY99p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS4m_R,,RDF055e_R,Mor04e_R,Ks_R,WAY100p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS5m_R,,RDF060e_R,Mor05e_R,Du_R,WAY101p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS6m_R,,RDF065e_R,Mor06e_R,Dm_R,WAY102p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS7m_R,,RDF070e_R,Mor07e_R,Dv_R,WAY103p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS8m_R,,RDF075e_R,Mor08e_R,De_R,WAY104p_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS1v_R,,RDF080e_R,Mor09e_R,Dp_R,WAY105i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS2v_R,,RDF085e_R,Mor10e_R,Di_R,WAY106i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS3v_R,,RDF090e_R,Mor11e_R,Ds_R,WAY107i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS4v_R,,RDF095e_R,Mor12e_R,Vu_R,WAY108i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS5v_R,,RDF100e_R,Mor13e_R,Vm_R,WAY109i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS6v_R,,RDF105e_R,Mor14e_R,Vv_R,WAY110i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS7v_R,,RDF110e_R,Mor15e_R,Ve_R,WAY111i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS8v_R,,RDF115e_R,Mor16e_R,Vp_R,WAY112i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS1e_R,,RDF120e_R,Mor17e_R,Vi_R,WAY113i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS2e_R,,RDF125e_R,Mor18e_R,Vs_R,WAY114i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS3e_R,,RDF130e_R,Mor19e_R,,WAY115i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS4e_R,,RDF135e_R,Mor20e_R,,WAY116i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS5e_R,,RDF140e_R,Mor21e_R,,WAY117i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS6e_R,,RDF145e_R,Mor22e_R,,WAY118i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS7e_R,,RDF150e_R,Mor23e_R,,WAY119i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS8e_R,,RDF155e_R,Mor24e_R,,WAY120i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS1p_R,,RDF010p_R,Mor25e_R,,WAY121i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS2p_R,,RDF015p_R,Mor26e_R,,WAY122i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS3p_R,,RDF020p_R,Mor27e_R,,WAY123i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS4p_R,,RDF025p_R,Mor28e_R,,WAY124i_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS5p_R,,RDF030p_R,Mor29e_R,,WAY125s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS6p_R,,RDF035p_R,Mor30e_R,,WAY126s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS7p_R,,RDF040p_R,Mor31e_R,,WAY127s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS8p_R,,RDF045p_R,Mor32e_R,,WAY128s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS1i_R,,RDF050p_R,Mor01p_R,,WAY129s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS2i_R,,RDF055p_R,Mor02p_R,,WAY130s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS3i_R,,RDF060p_R,Mor03p_R,,WAY131s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS4i_R,,RDF065p_R,Mor04p_R,,WAY132s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS5i_R,,RDF070p_R,Mor05p_R,,WAY133s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS6i_R,,RDF075p_R,Mor06p_R,,WAY134s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS7i_R,,RDF080p_R,Mor07p_R,,WAY135s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS8i_R,,RDF085p_R,Mor08p_R,,WAY136s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS1s_R,,RDF090p_R,Mor09p_R,,WAY137s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS2s_R,,RDF095p_R,Mor10p_R,,WAY138s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS3s_R,,RDF100p_R,Mor11p_R,,WAY139s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS4s_R,,RDF105p_R,Mor12p_R,,WAY140s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS5s_R,,RDF110p_R,Mor13p_R,,WAY141s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS6s_R,,RDF115p_R,Mor14p_R,,WAY142s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS7s_R,,RDF120p_R,Mor15p_R,,WAY143s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATS8s_R,,RDF125p_R,Mor16p_R,,WAY144s_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS1m_R,,RDF130p_R,Mor17p_R,,RCON145_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS2m_R,,RDF135p_R,Mor18p_R,,RARS146_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS3m_R,,RDF140p_R,Mor19p_R,,REIG147_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS4m_R,,RDF145p_R,Mor20p_R,,WAY148u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS5m_R,,RDF150p_R,Mor21p_R,,WAY149u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS6m_R,,RDF155p_R,Mor22p_R,,WAY150u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS7m_R,,RDF010i_R,Mor23p_R,,WAY151u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS8m_R,,RDF015i_R,Mor24p_R,,WAY152u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS1v_R,,RDF020i_R,Mor25p_R,,WAY153u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS2v_R,,RDF025i_R,Mor26p_R,,WAY154u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS3v_R,,RDF030i_R,Mor27p_R,,WAY155u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS4v_R,,RDF035i_R,Mor28p_R,,WAY156u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS5v_R,,RDF040i_R,Mor29p_R,,WAY157u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS6v_R,,RDF045i_R,Mor30p_R,,WAY158u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS7v_R,,RDF050i_R,Mor31p_R,,WAY159u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS8v_R,,RDF055i_R,Mor32p_R,,WAY160u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS1e_R,,RDF060i_R,Mor01i_R,,WAY161u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS2e_R,,RDF065i_R,Mor02i_R,,WAY162u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS3e_R,,RDF070i_R,Mor03i_R,,WAY163u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATS4e_R,,RDF075i_R,Mor04i_R,,WAY164u_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
